year,country,inflow,outflow,latitude,longitude,net_migrants
2000,Mauritius,14512,115609,-20.348404,57.552152,-101097
2000,Dominica,3225,43340,15.414999,-61.370976,-40115
2000,Chile,177332,487592,-35.675147,-71.542969,-310260
2000,Ireland,350552,818765,53.41291,-8.24389,-468213
2000,Nauru,2206,2637,-0.522778,166.931503,-431
2000,Algeria,241786,1023754,28.033886,1.659626,-781968
2000,Isle of Man,37337,7367,54.236107,-4.548056,29970
2000,Namibia,131616,48111,-22.95764,18.49041,83505
2000,Philippines,233520,2978919,12.879721,121.774017,-2745399
2000,Botswana,48400,26087,-22.328474,24.684866,22313
2000,Turks and Caicos Islands,7746,759,21.694025,-71.797928,6987
2000,Israel,1532124,205398,31.046051,34.851612,1326726
2000,Mozambique,113222,589604,-18.665695,35.529562,-476382
2000,Morocco,42500,1946073,31.791702,-7.09262,-1903573
2000,Chad,98689,200490,15.454166,18.732207,-101801
2000,Nepal,680689,955386,28.394857,84.124008,-274697
2000,Italy,2121690,3061580,41.87194,12.56738,-939890
2000,Brazil,657613,946949,-14.235004,-51.92528,-289336
2000,Jamaica,22292,856741,18.109581,-77.297508,-834449
2000,Mongolia,7368,5183,46.862496,103.846656,2185
2000,Andorra,41238,5605,42.546245,1.601554,35633
2000,United States of America,33157941,1925058,37.09024,-95.712891,31232883
2000,Monaco,11614,4792,43.750298,7.412841,6822
2000,Japan,1648891,683791,36.204824,138.252924,965100
2000,Tuvalu,164,3127,-7.109535,177.64933,-2963
2000,Mexico,536112,9549601,23.634501,-102.552784,-9013489
2000,Central African Republic,87922,38953,6.611111,20.939444,48969
2000,Jordan,1925431,314338,30.585164,36.238414,1611093
2000,British Virgin Islands,10155,955,18.420695,-64.639968,9200
2000,Mayotte,44952,6163,-12.8275,45.166244,38789
2000,Kazakhstan,2871300,971639,48.019573,66.923684,1899661
2000,Montserrat,997,15323,16.742498,-62.187366,-14326
2000,Poland,785539,2021407,51.919438,19.145136,-1235868
2000,Guinea,550515,350060,9.945587,-9.696645,200455
2000,Libya,567436,78299,26.3351,17.228331,489137
2000,Denmark,371026,213254,56.26392,9.501785,157772
2000,South Africa,968186,510914,-30.559482,22.937506,457272
2000,San Marino,3896,3451,43.94236,12.457777,445
2000,Afghanistan,60918,2441534,33.93911,67.709953,-2380616
2000,Bahamas,36041,34298,25.03428,-77.39628,1743
2000,Gabon,190440,15860,-0.803689,11.609444,174580
2000,Samoa,5682,94579,-13.759029,-172.104629,-88897
2000,Aruba,26897,6965,12.52111,-69.968338,19932
2000,Equatorial Guinea,3650,54227,1.650801,10.267895,-50577
2000,Spain,1646788,1218114,40.463667,-3.74922,428674
2000,French Polynesia,26321,4307,-17.679742,-149.406843,22014
2000,Tokelau,238,2081,-8.967363,-171.855881,-1843
2000,Sri Lanka,38504,974916,7.873054,80.771797,-936412
2000,Cuba,15263,1034617,21.521757,-77.781167,-1019354
2000,Gambia,177198,39702,13.443182,-15.310139,137496
2000,Saint Vincent and the Grenadines,4036,52918,12.984305,-61.287228,-48882
2000,Saint Pierre and Miquelon,1276,486,46.941936,-56.27111,790
2000,Georgia,73194,340530,42.315407,43.356892,-267336
2000,El Salvador,31586,948069,13.794185,-88.89653,-916483
2000,Bahrain,232683,39727,25.930414,50.637772,192956
2000,Zimbabwe,361939,309783,-19.015438,29.154857,52156
2000,Saint Lucia,6415,36134,13.909444,-60.978893,-29719
2000,Yemen,112692,527293,15.552727,48.516388,-414601
2000,Saudi Arabia,5086745,131828,23.885942,45.079162,4954917
2000,Eritrea,11295,510406,15.179384,39.782334,-499111
2000,Senegal,197885,380905,14.497401,-14.452362,-183020
2000,Ethiopia,549918,443561,9.145,40.489673,106357
2000,Slovakia,115885,110258,48.669026,19.699024,5627
2000,Côte d'Ivoire,1946601,540888,7.539989,-5.54708,1405713
2000,Fiji,11120,132438,-16.578193,179.414413,-121318
2000,Australia,4337890,373788,-25.274398,133.775136,3964102
2000,Singapore,1218865,175705,1.352083,103.819836,1043160
2000,Zambia,315441,146411,-13.133897,27.849332,169030
2000,Austria,996547,466756,47.516231,14.550072,529791
2000,Finland,134418,313835,61.92411,25.748151,-179417
2000,Solomon Islands,3711,2759,-9.64571,160.156194,952
2000,Sierra Leone,97244,508493,8.460555,-11.779889,-411249
2000,Timor-Leste,9327,148321,-8.874217,125.727539,-138994
2000,Seychelles,6095,8984,-4.679574,55.491977,-2889
2000,Estonia,248999,74782,58.595272,25.013607,174217
2000,Togo,124475,262354,8.619543,0.824782,-137879
2000,France,6278718,1509226,46.227638,2.213749,4769492
2000,Somalia,555,1000233,5.152149,46.199616,-999678
2000,Guadeloupe,78184,7747,16.995971,-62.067641,70437
2000,Serbia,856060,1114335,44.016521,21.005859,-258275
2000,Azerbaijan,325050,784794,40.143105,47.576927,-459744
2000,Antigua and Barbuda,22746,27969,17.060816,-61.796428,-5223
2000,Cyprus,79394,153075,35.126413,33.429859,-73681
2000,French Guiana,72668,3605,3.933889,-53.125782,69063
2000,Sudan,767247,842562,12.862807,30.217636,-75315
2000,Saint Kitts and Nevis,2784,23821,17.357822,-62.782998,-21037
2000,Slovenia,167297,118329,46.151241,14.995463,48968
2000,Gibraltar,6791,8434,36.137741,-5.345374,-1643
2000,Armenia,620649,396986,40.069099,45.038189,223663
2000,Suriname,16143,210942,3.919305,-56.027783,-194799
2000,Costa Rica,300336,104440,9.748917,-83.753428,195896
2000,Trinidad and Tobago,37801,302830,10.691803,-61.222503,-265029
2000,Argentina,1459713,517358,-38.416097,-63.616672,942355
2000,Albania,68202,753282,41.153332,20.168331,-685080
2000,Rwanda,337752,173750,-1.940278,29.873888,164002
2000,Puerto Rico,344921,1598073,18.220833,-66.590149,-1253152
2000,Western Sahara,3157,165937,24.215527,-12.885834,-162780
2000,Ecuador,121958,415728,-1.831239,-78.183406,-293770
2000,Romania,112260,1125632,45.943161,24.96676,-1013372
2000,Germany,8658910,3186185,51.165691,10.451526,5472725
2000,Greece,1111665,985196,39.074208,21.824312,126469
2000,Barbados,21831,94537,13.193887,-59.543198,-72706
2000,Swaziland,19504,33572,-26.522503,31.465866,-14068
2000,Sweden,916621,257542,60.128161,18.643501,659079
2000,Qatar,349667,5181,25.354826,51.183884,344486
2000,Réunion,88866,2320,-21.115141,55.536384,86546
2000,Grenada,4355,63036,12.262776,-61.604171,-58681
2000,Greenland,6629,13172,71.706936,-42.604303,-6543
2000,Tonga,1039,46729,-21.178986,-175.198242,-45690
2000,Croatia,480163,871688,45.1,15.2,-391525
2000,Anguilla,2998,1171,18.220554,-63.068615,1827
2000,Switzerland,1468417,365910,46.818188,8.227512,1102507
2000,Belarus,1123275,751083,53.709807,27.953389,372192
2000,Saint Helena,367,3898,-24.143474,-10.030696,-3531
2000,Egypt,163927,1686818,26.820553,30.802498,-1522891
2000,Portugal,646280,1941068,39.399872,-8.224454,-1294788
2000,Ghana,179184,467905,7.946527,-1.023194,-288721
2000,Djibouti,94491,9036,11.825138,42.590275,85455
2000,Bangladesh,859424,5422293,23.684994,90.356331,-4562869
2000,Dominican Republic,354141,871881,18.735693,-70.162651,-517740
2000,Thailand,1257759,487438,15.870032,100.992541,770321
2005,Lithuania,195223,333816,55.169438,23.881275,-138593
2005,Cambodia,109499,664372,12.565679,104.990963,-554873
2005,Switzerland,1696818,498378,46.818188,8.227512,1198440
2005,Mauritania,56084,98143,21.00789,-10.940835,-42059
2005,Tajikistan,280136,120979,38.861034,71.276093,159157
2005,Mauritius,18483,127376,-20.348404,57.552152,-108893
2005,Libya,625212,98430,26.3351,17.228331,526782
2005,Timor-Leste,9930,94981,-8.874217,125.727539,-85051
2005,Mayotte,62089,6411,-12.8275,45.166244,55678
2005,Sweden,1034109,269470,60.128161,18.643501,764639
2005,British Virgin Islands,11635,979,18.420695,-64.639968,10656
2005,Solomon Islands,2836,3076,-9.64571,160.156194,-240
2005,Tuvalu,142,3168,-7.109535,177.64933,-3026
2005,Liechtenstein,18533,2903,47.166,9.555373,15630
2005,Sudan,504726,1157794,12.862807,30.217636,-653068
2005,Marshall Islands,2148,6967,7.131474,171.184478,-4819
2005,Argentina,1613729,771475,-38.416097,-63.616672,842254
2005,Armenia,439319,394448,40.069099,45.038189,44871
2005,Malaysia,1583398,1318053,4.210484,101.975766,265345
2005,American Samoa,23552,2137,-14.270972,-170.132217,21415
2005,Maldives,42763,1678,3.202778,73.22068,41085
2005,Malawi,173395,217530,-13.254308,34.301525,-44135
2005,Slovenia,193277,119170,46.151241,14.995463,74107
2005,Thailand,2163055,577005,15.870032,100.992541,1586050
2005,Mali,187038,781436,17.570692,-3.996166,-594398
2005,Sri Lanka,37860,1125672,7.873054,80.771797,-1087812
2005,Burundi,156940,119712,-3.373056,29.918886,37228
2005,Spain,4102927,1037633,40.463667,-3.74922,3065294
2005,Suriname,19755,249362,3.919305,-56.027783,-229607
2005,Malta,24291,99947,35.937496,14.375416,-75656
2005,Madagascar,19070,147617,-18.766947,46.869107,-128547
2005,Uganda,649897,517793,1.373333,32.290275,132104
2005,South Africa,1179704,616035,-30.559482,22.937506,563669
2005,Antigua and Barbuda,24408,31456,17.060816,-61.796428,-7048
2005,Ukraine,4694360,2121354,48.379433,31.16558,2573006
2005,Luxembourg,150391,45309,49.815273,6.129583,105082
2005,Bulgaria,59498,896438,42.733883,25.48583,-836940
2005,Martinique,55432,14332,14.641528,-61.024174,41100
2005,Aruba,30144,8164,12.52111,-69.968338,21980
2005,Swaziland,22239,40447,-26.522503,31.465866,-18208
2005,Somalia,1159,1145828,5.152149,46.199616,-1144669
2005,Burkina Faso,557720,1311822,12.238333,-1.561593,-754102
2005,Poland,699220,2858490,51.919438,19.145136,-2159270
2005,Australia,4825070,416394,-25.274398,133.775136,4408676
2005,Tonga,1212,48555,-21.178986,-175.198242,-47343
2005,Oman,638222,8952,21.512583,55.923255,629270
2005,Bangladesh,996782,5750858,23.684994,90.356331,-4754076
2005,Réunion,102727,2529,-21.115141,55.536384,100198
2005,Norway,351024,173664,60.472024,8.468946,177360
2005,Benin,145428,483467,9.30769,2.315834,-338039
2005,Rwanda,409872,183799,-1.940278,29.873888,226073
2005,Northern Mariana Islands,36049,5035,17.33083,145.38469,31014
2005,Turkey,1210738,2662393,38.963745,35.243322,-1451655
2005,Niue,445,5263,-19.054445,-169.867233,-4818
2005,Saint Kitts and Nevis,3165,25773,17.357822,-62.782998,-22608
2005,Bahrain,392112,44163,25.930414,50.637772,347949
2005,Saint Lucia,7449,43291,13.909444,-60.978893,-35842
2005,Nigeria,870125,780740,9.081999,8.675277,89385
2005,Saint Helena,420,3364,-24.143474,-10.030696,-2944
2005,Pakistan,3167999,3862290,30.375321,69.345116,-694291
2005,Belize,40138,50982,17.189877,-88.49765,-10844
2005,Palau,5368,6203,7.51498,134.58252,-835
2005,Belarus,1106673,728456,53.709807,27.953389,378217
2005,Philippines,188965,3596701,12.879721,121.774017,-3407736
2005,Trinidad and Tobago,40571,318145,10.691803,-61.222503,-277574
2005,Peru,76449,935854,-9.189967,-75.015152,-859405
2005,Portugal,766605,1683793,39.399872,-8.224454,-917188
2005,Paraguay,164176,541075,-23.442503,-58.443832,-376899
2005,Puerto Rico,337632,1640607,18.220833,-66.590149,-1302975
2005,Barbados,20652,92715,13.193887,-59.543198,-72063
2005,Belgium,854807,436822,50.503887,4.469936,417985
2005,Angola,51477,399060,-11.202692,17.873887,-347583
2005,Papua New Guinea,28640,4397,-6.314993,143.95555,24243
2005,Tunisia,28474,571480,33.886917,9.537499,-543006
2005,Panama,116986,130792,8.537981,-80.782127,-13806
2005,Qatar,624746,7871,25.354826,51.183884,616875
2005,Romania,131038,2095122,45.943161,24.96676,-1964084
2005,Bermuda,17393,14929,32.321384,-64.75737,2464
2005,Mexico,710313,10804072,23.634501,-102.552784,-10093759
2005,Niger,114444,285336,17.607789,8.081666,-170892
2005,Saint Pierre and Miquelon,1127,428,46.941936,-56.27111,699
2005,Togo,184229,364236,8.619543,0.824782,-180007
2005,Mozambique,128846,523033,-18.665695,35.529562,-394187
2005,Botswana,77166,30602,-22.328474,24.684866,46564
2005,Turks and Caicos Islands,8149,1236,21.694025,-71.797928,6913
2005,Morocco,43587,2373820,31.791702,-7.09262,-2330233
2005,Seychelles,8568,9430,-4.679574,55.491977,-862
2005,Namibia,104029,58699,-22.95764,18.49041,45330
2005,Austria,1136270,485639,47.516231,14.550072,650631
2005,Sierra Leone,148640,147311,8.460555,-11.779889,1329
2005,Mongolia,10804,7888,46.862496,103.846656,2916
2005,Brazil,622082,1191482,-14.235004,-51.92528,-569400
2005,Singapore,1526620,215226,1.352083,103.819836,1311394
2005,Monaco,11149,18833,43.750298,7.412841,-7684
2005,Slovakia,129931,162152,48.669026,19.699024,-32221
2005,Montserrat,1028,15031,16.742498,-62.187366,-14003
2005,Senegal,201695,452310,14.497401,-14.452362,-250615
2005,Andorra,48526,5758,42.546245,1.601554,42768
2005,Azerbaijan,299730,638670,40.143105,47.576927,-338940
2005,Tokelau,236,2070,-8.967363,-171.855881,-1834
2005,Saint Vincent and the Grenadines,4116,55008,12.984305,-61.287228,-50892
2005,New Zealand,803572,551754,-40.900557,174.885971,251818
2005,Bhutan,37191,117858,27.514162,90.433601,-80667
2005,Turkmenistan,210315,48728,38.969719,59.556278,161587
2005,Bahamas,44923,34605,25.03428,-77.39628,10318
2005,New Caledonia,51014,4004,-20.904305,165.618042,47010
2005,Netherlands,1731449,790222,52.132633,5.291266,941227
2005,Samoa,5339,99244,-13.759029,-172.104629,-93905
2005,Anguilla,3451,1101,18.220554,-63.068615,2350
2005,Nepal,644651,1106227,28.394857,84.124008,-461576
2005,Bosnia and Herzegovina,46518,1480713,43.915886,17.679076,-1434195
2005,San Marino,4069,2863,43.94236,12.457777,1206
2005,Saudi Arabia,6283624,154351,23.885942,45.079162,6129273
2005,Nauru,2075,3147,-0.522778,166.931503,-1072
2005,Nicaragua,33219,434471,12.865416,-85.207229,-401252
2005,Serbia,844426,909135,44.016521,21.005859,-64709
2005,Dominica,3958,58060,15.414999,-61.370976,-54102
2005,Guinea,188224,370334,9.945587,-9.696645,-182110
2005,French Polynesia,28086,2719,-17.679742,-149.406843,25367
2005,French Guiana,82544,3837,3.933889,-53.125782,78707
2005,Ireland,589046,767207,53.41291,-8.24389,-178161
2005,Cook Islands,2902,19573,-21.236736,-159.777671,-16671
2005,Kenya,695958,314643,-0.023559,37.906193,381315
2005,Cyprus,116207,153292,35.126413,33.429859,-37085
2005,Guam,72168,4062,13.444304,144.793731,68106
2005,Chile,273384,518912,-35.675147,-71.542969,-245528
2005,France,6737600,1676192,46.227638,2.213749,5061408
2005,Cayman Islands,21579,1268,19.513469,-80.566956,20311
2005,Iraq,107373,1009661,33.223191,43.679291,-902288
2005,Kiribati,2104,5193,-3.370417,-168.734039,-3089
2005,Vanuatu,1810,7248,-15.376706,166.959158,-5438
2005,Finland,190386,300504,61.92411,25.748151,-110118
2005,Guatemala,57179,735956,15.783471,-90.230759,-678777
2005,United Kingdom,5886598,4053071,55.378051,-3.435973,1833527
2005,Kuwait,1267759,109397,29.31166,47.481766,1158362
2005,Fiji,10829,157321,-16.578193,179.414413,-146492
2005,Côte d'Ivoire,1949646,694913,7.539989,-5.54708,1254733
2005,Zambia,227993,165821,-13.133897,27.849332,62172
2005,Uruguay,75953,291872,-32.522779,-55.765835,-215919
2005,Isle of Man,39596,8510,54.236107,-4.548056,31086
2005,Albania,57570,894505,41.153332,20.168331,-836935
2005,Yemen,137832,628792,15.552727,48.516388,-490960
2005,Kazakhstan,3102962,1140224,48.019573,66.923684,1962738
2005,Gibraltar,7492,9665,36.137741,-5.345374,-2173
2005,Western Sahara,3734,131009,24.215527,-12.885834,-127275
2005,United States of America,36996835,2210807,37.09024,-95.712891,34786028
2005,Jamaica,21721,903462,18.109581,-77.297508,-881741
2005,Greece,1190707,870783,39.074208,21.824312,319924
2005,Ghana,286975,615724,7.946527,-1.023194,-328749
2005,Croatia,516819,831658,45.1,15.2,-314839
2005,Chad,342974,206543,15.454166,18.732207,136431
2005,Germany,9249168,3420257,51.165691,10.451526,5828911
2005,Costa Rica,197870,117220,9.748917,-83.753428,80650
2005,Japan,1947221,691533,36.204824,138.252924,1255688
2005,Greenland,6533,14631,71.706936,-42.604303,-8098
2005,Georgia,69511,344922,42.315407,43.356892,-275411
2005,Algeria,190843,1587317,28.033886,1.659626,-1396474
2005,Central African Republic,67223,116433,6.611111,20.939444,-49210
2005,Jordan,2320998,378038,30.585164,36.238414,1942960
2005,Israel,1438993,234367,31.046051,34.851612,1204626
2005,Gambia,176630,57456,13.443182,-15.310139,119174
2005,Cuba,15197,1143940,21.521757,-77.781167,-1128743
2005,Grenada,4557,63956,12.262776,-61.604171,-59399
2005,Gabon,208505,39682,-0.803689,11.609444,168823
2005,Guadeloupe,83926,7919,16.995971,-62.067641,76007
2005,Ethiopia,462542,520711,9.145,40.489673,-58169
2005,Afghanistan,67045,1646074,33.93911,67.709953,-1579029
2005,India,5808175,9582256,20.593684,78.96288,-3774081
2005,Lebanon,754130,599607,33.854721,35.862285,154523
2005,El Salvador,35894,1117846,13.794185,-88.89653,-1081952
2005,Zimbabwe,320377,477879,-19.015438,29.154857,-157502
2005,China,548425,4570046,35.86166,104.195397,-4021621
2005,Egypt,262661,1878630,26.820553,30.802498,-1615969
2005,Djibouti,86580,12204,11.825138,42.590275,74376
2005,Haiti,28304,964686,18.971187,-72.285215,-936382
2005,Lesotho,3769,143984,-29.609988,28.233608,-140215
2005,Guyana,9984,383971,4.860416,-58.93018,-373987
2005,Ecuador,152503,955310,-1.831239,-78.183406,-802807
2005,United Arab Emirates,3183170,94153,23.424076,53.847818,3089017
2005,Colombia,106966,1208968,4.570868,-74.297333,-1102002
2005,Iceland,25492,28490,64.963051,-19.020835,-2998
2005,Honduras,27737,448599,15.199999,-86.241905,-420862
2005,Dominican Republic,371237,995036,18.735693,-70.162651,-623799
2005,Cameroon,241660,213583,7.369722,12.354722,28077
2005,Liberia,78219,368408,6.428055,-9.429499,-290189
2005,Hungary,359080,445471,47.162494,19.503304,-86391
2005,Uzbekistan,1246984,710458,41.377491,64.585262,536526
2005,Equatorial Guinea,5325,66892,1.650801,10.267895,-61567
2005,Italy,3954785,2684185,41.87194,12.56738,1270600
2005,Denmark,440383,220945,56.26392,9.501785,219438
2005,Guinea-Bissau,19654,79713,11.803749,-15.180413,-60059
2005,Kyrgyzstan,305941,126040,41.20438,74.766098,179901
2005,Eritrea,12391,289155,15.179384,39.782334,-276764
2005,Estonia,233186,87372,58.595272,25.013607,145814
2005,Comoros,11783,95539,-11.875001,43.872219,-83756
2005,Canada,6071574,1160299,56.130366,-106.346771,4911275
2005,Latvia,376725,175160,56.879635,24.603189,201565
2005,Indonesia,258386,2561058,-0.789275,113.921327,-2302672
2010,Benin,177454,516553,9.30769,2.315834,-339099
2010,Guatemala,66302,923955,15.783471,-90.230759,-857653
2010,Puerto Rico,287931,1734278,18.220833,-66.590149,-1446347
2010,Barbados,19424,94248,13.193887,-59.543198,-74824
2010,Northern Mariana Islands,23130,5033,17.33083,145.38469,18097
2010,Belgium,1036630,490115,50.503887,4.469936,546515
2010,Belize,44956,56518,17.189877,-88.49765,-11562
2010,Tunisia,35123,597541,33.886917,9.537499,-562418
2010,Greece,1321149,793742,39.074208,21.824312,527407
2010,Papua New Guinea,24303,4189,-6.314993,143.95555,20114
2010,Honduras,27153,587164,15.199999,-86.241905,-560011
2010,Albania,46939,1058328,41.153332,20.168331,-1011389
2010,Turkey,1255160,2661540,38.963745,35.243322,-1406380
2010,Costa Rica,391708,135430,9.748917,-83.753428,256278
2010,Romania,145069,3264003,45.943161,24.96676,-3118934
2010,Niue,465,5350,-19.054445,-169.867233,-4885
2010,Tonga,1290,51812,-21.178986,-175.198242,-50522
2010,Comoros,11255,107903,-11.875001,43.872219,-96648
2010,Qatar,1406620,12084,25.354826,51.183884,1394536
2010,Haiti,32604,1112607,18.971187,-72.285215,-1080003
2010,Portugal,759742,1870689,39.399872,-8.224454,-1110947
2010,Greenland,6014,16192,71.706936,-42.604303,-10178
2010,Angola,64461,330444,-11.202692,17.873887,-265983
2010,Pakistan,3938511,4956609,30.375321,69.345116,-1018098
2010,Paraguay,156416,760219,-23.442503,-58.443832,-603803
2010,Oman,783100,11146,21.512583,55.923255,771954
2010,Guyana,12378,428165,4.860416,-58.93018,-415787
2010,Uzbekistan,1140101,752599,41.377491,64.585262,387502
2010,Guinea-Bissau,20410,87423,11.803749,-15.180413,-67013
2010,Peru,82847,1275470,-9.189967,-75.015152,-1192623
2010,Vanuatu,2191,7732,-15.376706,166.959158,-5541
2010,Philippines,153633,4570201,12.879721,121.774017,-4416568
2010,Trinidad and Tobago,40940,346544,10.691803,-61.222503,-305604
2010,Belarus,1090088,711835,53.709807,27.953389,378253
2010,Guadeloupe,89657,7958,16.995971,-62.067641,81699
2010,Panama,156722,138817,8.537981,-80.782127,17905
2010,Colombia,123584,1591897,4.570868,-74.297333,-1468313
2010,Cook Islands,3100,20567,-21.236736,-159.777671,-17467
2010,Poland,634946,3806188,51.919438,19.145136,-3171242
2010,Grenada,4771,62569,12.262776,-61.604171,-57798
2010,Norway,516976,182190,60.472024,8.468946,334786
2010,Gibraltar,8192,11637,36.137741,-5.345374,-3445
2010,Guam,72950,3243,13.444304,144.793731,69707
2010,Palau,5341,4682,7.51498,134.58252,659
2010,Guinea,129250,401089,9.945587,-9.696645,-271839
2010,Saint Pierre and Miquelon,997,388,46.941936,-56.27111,609
2010,Bangladesh,1100737,6724603,23.684994,90.356331,-5623866
2010,Spain,6278020,1013387,40.463667,-3.74922,5264633
2010,Denmark,509740,233092,56.26392,9.501785,276648
2010,Equatorial Guinea,6996,76811,1.650801,10.267895,-69815
2010,South Africa,1914144,737431,-30.559482,22.937506,1176713
2010,Aruba,32790,9912,12.52111,-69.968338,22878
2010,Eritrea,13487,274646,15.179384,39.782334,-261159
2010,Somalia,1919,1573103,5.152149,46.199616,-1571184
2010,Solomon Islands,2148,3379,-9.64571,160.156194,-1231
2010,Estonia,217814,104006,58.595272,25.013607,113808
2010,Zambia,130863,202808,-13.133897,27.849332,-71945
2010,Côte d'Ivoire,2018304,781858,7.539989,-5.54708,1236446
2010,Slovenia,253728,123562,46.151241,14.995463,130166
2010,Ethiopia,510644,614557,9.145,40.489673,-103913
2010,Australia,5821210,469765,-25.274398,133.775136,5351445
2010,Timor-Leste,10158,34967,-8.874217,125.727539,-24809
2010,Thailand,3223380,693720,15.870032,100.992541,2529660
2010,Slovakia,145694,222349,48.669026,19.699024,-76655
2010,El Salvador,40202,1336616,13.794185,-88.89653,-1296414
2010,Armenia,194741,399746,40.069099,45.038189,-205005
2010,Dominica,4664,66226,15.414999,-61.370976,-61562
2010,Tajikistan,277849,123469,38.861034,71.276093,154380
2010,Switzerland,1958346,623369,46.818188,8.227512,1334977
2010,Montenegro,78125,122283,42.708678,19.37439,-44158
2010,Sweden,1249446,298862,60.128161,18.643501,950584
2010,Dominican Republic,385696,1158847,18.735693,-70.162651,-773151
2010,Argentina,1767689,897183,-38.416097,-63.616672,870506
2010,Swaziland,24283,68614,-26.522503,31.465866,-44331
2010,Djibouti,95499,13528,11.825138,42.590275,81971
2010,Antigua and Barbuda,26040,36075,17.060816,-61.796428,-10035
2010,Suriname,23306,257866,3.919305,-56.027783,-234560
2010,Ecuador,276341,1118352,-1.831239,-78.183406,-842011
2010,Zimbabwe,286242,813007,-19.015438,29.154857,-526765
2010,Sudan,554541,1195743,12.862807,30.217636,-641202
2010,Egypt,283475,2584529,26.820553,30.802498,-2301054
2010,Sri Lanka,37190,1413629,7.873054,80.771797,-1376439
2010,Rwanda,417680,180922,-1.940278,29.873888,236758
2010,Singapore,1919435,269205,1.352083,103.819836,1650230
2010,Sierra Leone,96482,135542,8.460555,-11.779889,-39060
2010,Bahamas,53806,35714,25.03428,-77.39628,18092
2010,Saint Vincent and the Grenadines,4202,54649,12.984305,-61.287228,-50447
2010,Gambia,180372,79489,13.443182,-15.310139,100883
2010,Tokelau,395,2158,-8.967363,-171.855881,-1763
2010,Hungary,427420,509189,47.162494,19.503304,-81769
2010,Saint Lucia,7867,46731,13.909444,-60.978893,-38864
2010,Georgia,70189,367111,42.315407,43.356892,-296922
2010,Bahrain,638094,45100,25.930414,50.637772,592994
2010,Saint Kitts and Nevis,3431,27027,17.357822,-62.782998,-23596
2010,Croatia,553434,858450,45.1,15.2,-305016
2010,Germany,9711410,3687822,51.165691,10.451526,6023588
2010,Saint Helena,475,3128,-24.143474,-10.030696,-2653
2010,Ghana,258896,715521,7.946527,-1.023194,-456625
2010,Réunion,110834,2789,-21.115141,55.536384,108045
2010,Western Sahara,4312,144266,24.215527,-12.885834,-139954
2010,Gabon,237590,56792,-0.803689,11.609444,180798
2010,Fiji,11627,185072,-16.578193,179.414413,-173445
2010,Cuba,13880,1294448,21.521757,-77.781167,-1280568
2010,French Polynesia,27588,1163,-17.679742,-149.406843,26425
2010,Finland,246266,292071,61.92411,25.748151,-45805
2010,Austria,1275992,509022,47.516231,14.550072,766970
2010,Seychelles,11053,32253,-4.679574,55.491977,-21200
2010,Afghanistan,73174,2610188,33.93911,67.709953,-2537014
2010,Cyprus,186874,162240,35.126413,33.429859,24634
2010,Serbia,825407,828041,44.016521,21.005859,-2634
2010,France,7196481,1927676,46.227638,2.213749,5268805
2010,Togo,235112,381625,8.619543,0.824782,-146513
2010,Senegal,215154,525793,14.497401,-14.452362,-310639
2010,French Guiana,92413,4038,3.933889,-53.125782,88375
2010,Azerbaijan,274411,410895,40.143105,47.576927,-136484
2010,Saudi Arabia,8147064,189779,23.885942,45.079162,7957285
2010,Yemen,250376,877339,15.552727,48.516388,-626963
2010,Anguilla,3756,844,18.220554,-63.068615,2912
2010,San Marino,4192,2217,43.94236,12.457777,1975
2010,Samoa,4671,104774,-13.759029,-172.104629,-100103
2010,Nigeria,887531,979005,9.081999,8.675277,-91474
2010,Libya,683998,126447,26.3351,17.228331,557551
2010,Mauritius,23497,153002,-20.348404,57.552152,-129505
2010,Jamaica,21153,995518,18.109581,-77.297508,-974365
2010,Kyrgyzstan,226524,146095,41.20438,74.766098,80429
2010,Ireland,730542,775666,53.41291,-8.24389,-45124
2010,Nauru,1944,3606,-0.522778,166.931503,-1662
2010,Brazil,586789,1500255,-14.235004,-51.92528,-913466
2010,Bosnia and Herzegovina,37841,1564516,43.915886,17.679076,-1526675
2010,Malawi,170320,268192,-13.254308,34.301525,-97872
2010,Iraq,91594,1438923,33.223191,43.679291,-1347329
2010,Nepal,556029,1349813,28.394857,84.124008,-793784
2010,Latvia,313786,218234,56.879635,24.603189,95552
2010,Chile,369436,546303,-35.675147,-71.542969,-176867
2010,Bulgaria,74877,1114054,42.733883,25.48583,-1039177
2010,Burundi,215702,131284,-3.373056,29.918886,84418
2010,Monaco,10842,26412,43.750298,7.412841,-15570
2010,Uganda,526101,551066,1.373333,32.290275,-24965
2010,Kenya,867762,369223,-0.023559,37.906193,498539
2010,Netherlands,1827558,872268,52.132633,5.291266,955290
2010,Central African Republic,66524,208707,6.611111,20.939444,-142183
2010,Martinique,57901,14628,14.641528,-61.024174,43273
2010,Malaysia,2219148,1541100,4.210484,101.975766,678048
2010,Mongolia,15510,12003,46.862496,103.846656,3507
2010,Andorra,49544,7120,42.546245,1.601554,42424
2010,Marshall Islands,2749,6751,7.131474,171.184478,-4002
2010,Morocco,58819,2764000,31.791702,-7.09262,-2705181
2010,Turks and Caicos Islands,12734,1724,21.694025,-71.797928,11010
2010,Botswana,106209,46803,-22.328474,24.684866,59406
2010,Mali,223932,825695,17.570692,-3.996166,-601763
2010,Malta,32228,98338,35.937496,14.375416,-66110
2010,Israel,1363316,265972,31.046051,34.851612,1097344
